#hg38.kgXref.kgID	utr3_percentgc	utr5_percentgc	mrna_percentgc	utr3_length	utr5_length	mrna_length	utr3_energy	utr5_energy	gene_symbol
uc003kbz.5	46.86666666666667	55.00000000000001	46.53500897666068	1500	40	2785	-515.0	-6.0	MRPS27
uc003ybp.4	31.1787072243346	43.47826086956522	43.05882352941177	263	23	850	-50.29	0.0	MRPS28
uc003joh.4	25.624999999999996	57.89473684210527	46.42431466030989	320	38	1678	-60.8	-7.9	MRPS30
uc001uxm.5	24.894514767932492	45.94594594594595	39.74008207934337	237	37	1462	-34.0	-3.2	MRPS31
uc003vwe.5	40.86387434554974	64.0	41.68828106578637	3820	100	4241	-1365.01	-35.3	MRPS33
uc021taj.2	59.516616314199396	83.87096774193549	64.51923076923077	331	31	1040	-137.6	-13.7	MRPS34
uc001rih.4	35.857988165680474	73.23943661971832	41.10169491525424	845	71	1888	-221.0	-18.4	MRPS35
uc003jvq.4	29.97787610619469	72.85714285714285	34.99222395023328	904	70	1286	-190.0	-26.8	MRPS36
uc002sub.4	44.666666666666664	75.11961722488039	52.78450363196126	150	209	1652	-42.2	-117.5	MRPS5
uc002ytp.2	39.1705069124424	73.03370786516854	48.888888888888886	434	178	990	-104.7	-72.3	MRPS6
uc002jnm.5	45.55555555555556	60.792951541850215	52.34708392603129	450	227	1406	-152.21	-94.9	MRPS7
uc002tcn.5	37.68844221105528	68.18181818181817	45.53333333333333	199	110	1500	-41.7	-28.12	MRPS9
uc010mwa.4	43.261517304606926	64.95176848874597	44.16853246488907	8726	311	9826	-2871.71	-127.72	MRRF
uc011djl.3	35.56	69.06474820143885	40.35175879396985	2500	139	3980	-641.33	-68.4	MRS2
uc001bbs.4	50.61633281972265	73.06397306397307	54.125269978401725	1298	297	2315	-578.31	-145.7	MRTO4
uc009ygd.1	46.18944770132675	59.19642857142857	51.1779041429732	3241	1120	6155	-1054.88	-445.22	MRVI1
uc009yna.4	35.20942408376963	46.02076124567474	37.8705035971223	2292	289	3475	-541.41	-79.64	MS4A1
uc001npz.1	48.06590257879656	65.625	51.08885017421603	1396	96	2296	-470.93	-35.5	MS4A10
uc001npr.4	33.006535947712415	43.859649122807014	42.50214224507284	306	57	1167	-55.4	-4.96	MS4A12
uc001nps.4	34.93150684931507	52.63157894736842	40.73275862068966	146	323	928	-22.9	-109.1	MS4A13
uc031qbe.2	38.63636363636363	40.0	41.60541017347839	748	565	3401	-152.0	-153.76	MS4A14
uc009ynf.2	57.874015748031496	49.36708860759494	58.25082508250825	1016	79	1818	-396.7	-17.2	MS4A15
uc021qka.2	36.29893238434164	36.27450980392157	37.699316628701595	2810	102	3512	-709.93	-15.9	MS4A2
uc001nom.4	36.201117318435756	54.794520547945204	40.79355238685679	895	73	1613	-204.35	-16.0	MS4A3
uc001noz.4	34.5088161209068	48.888888888888886	40.52369077306734	794	90	1604	-163.32	-21.0	MS4A4A
uc001npo.3	30.303030303030305	43.02325581395349	38.227146814404435	33	86	722	-4.16	-8.9	MS4A5
uc001not.4	35.46099290780142	47.5177304964539	40.365448504983384	987	141	1806	-251.5	-38.2	MS4A6A
uc001npd.4	29.7029702970297	36.92307692307693	41.77215189873418	202	65	711	-39.01	-10.9	MS4A6E
uc001nph.4	35.693779904306226	54.40414507772021	38.9063044235458	2090	193	2871	-530.7	-70.6	MS4A7
uc001npv.4	44.83627204030227	46.30541871921182	48.55875831485588	397	203	1353	-117.16	-49.23	MS4A8
uc003ggs.4	63.31360946745562	64.51058958214081	64.37371663244353	338	1747	2922	-164.0	-852.01	MSANTD1
uc001qay.2	34.10493827160494	37.15469613259669	38.658457550226835	648	1448	3086	-124.66	-390.0	MSANTD2
uc022blb.2	37.852348993288594	45.05494505494506	42.67806267806268	745	182	1755	-189.6	-50.3	MSANTD3
uc064uvb.1	27.7027027027027	0.0	34.89608506524891	1036	3	2069	-211.99		MSANTD3-TMEFF1
uc001piz.3	35.02755664421311	47.740112994350284	41.35062392953267	1633	1416	4087	-428.32	-486.22	MSANTD4
uc003xyx.2	59.89208633093526	64.82758620689654	62.728620860108755	1112	290	2023	-433.62	-130.1	MSC
uc010yjt.3	0.0	65.21739130434783	61.71617161716172	3	23	606		-4.6	MSGN1
uc002rvy.3	28.31541218637993	64.12556053811659	41.72966434835198	279	223	3307	-55.1	-94.4	MSH2
uc003kgz.5	35.785953177257525	78.75	42.05767350928642	598	80	4092	-153.0	-35.2	MSH3
uc001dhd.3	22.507122507122507	60.57692307692307	37.04837721984078	351	104	3266	-49.06	-40.3	MSH4
uc003nww.3	44.554455445544555	66.78321678321679	53.684550743374274	303	286	3094	-89.0	-137.2	MSH5
uc002rwd.5	34.21783400185128	69.73684210526315	40.77046548956662	3241	152	7476	-774.47	-72.0	MSH6
uc001tye.2	56.761268781302164	87.64044943820225	59.22689075630252	1797	89	2975	-666.56	-30.8	MSI1
uc002iuz.2	38.099845201238395	74.16267942583733	41.561910747957256	5168	209	6364	-1416.09	-109.7	MSI2
uc002hua.6	49.382716049382715	65.15151515151516	50.39257673090649	81	264	1401	-21.1	-111.2	MSL1
uc003eqx.2	34.42696629213483	65.34788540245566	42.604433077578854	2225	733	4692	-588.85	-324.1	MSL2
uc004cuv.2	43.58856088560886	66.66666666666666	45.03772489843297	2168	27	3446	-642.43	-2.5	MSL3
uc002cju.2	69.6	65.47619047619048	65.35615171137835	125	168	2162	-50.7	-61.4	MSLN
uc001jiq.5	46.846846846846844	43.75	44.05737704918033	111	32	488	-32.31	-2.5	MSMB
uc003ire.4	36.73805601317957	62.42774566473989	38.12252093433231	1214	173	2269	-310.86	-68.35	MSMO1
uc003zyb.3	43.63636363636363	53.57142857142857	55.223880597014926	110	140	670	-19.5	-32.75	MSMP
uc004dwf.4	46.810598626104024	61.627906976744185	50.20283975659229	2038	172	3944	-596.9	-49.92	MSN
uc003wxa.3	32.578160398731306	33.83838383838384	35.890257558790594	2207	198	3572	-575.22	-38.5	MSR1
uc003wsy.4	43.97905759162304	39.1653290529695	44.49003516998828	573	623	1706	-180.04	-162.34	MSRA
uc021tam.2	56.65188470066519	75.29411764705883	58.74912157413914	902	170	1423	-364.7	-86.8	MSRB1
uc001iro.4	42.397914856646395	74.75728155339806	48.75207986688852	1151	103	1803	-303.72	-19.5	MSRB2
uc001ssm.3	41.47838214783822	67.51824817518248	44.21553090332805	3585	274	4417	-1084.75	-106.01	MSRB3
uc001jud.4	42.901234567901234	50.0	47.95539033457249	972	66	2421	-298.0	-9.8	MSS51
uc003cxg.4	46.913580246913575	56.62983425414365	60.32048836322015	81	362	2621	-15.6	-145.82	MST1
uc003cxy.5	53.11475409836065	67.85714285714286	59.413580246913575	305	28	4536	-113.0	-8.8	MST1R
uc002urp.4	29.14798206278027	30.82706766917293	33.805811481218996	1561	133	2822	-352.16	-16.2	MSTN
uc001fky.5	47.11815561959654	79.16666666666666	54.504319210201565	694	24	2431	-210.47	-5.2	MSTO1
uc003gif.4	41.23581336696091	82.47863247863248	59.87622485817432	793	234	1939	-220.83	-139.8	MSX1
uc003mcy.4	36.48854961832061	66.14173228346458	47.56804997768853	1310	127	2241	-320.35	-51.97	MSX2
uc002ejq.5	35.03649635036496	56.16438356164384	50.505050505050505	137	73	396	-23.42	-10.7	MT1A
uc002ejs.3	36.69064748201439	52.72727272727272	50.526315789473685	139	55	380	-21.4	-14.44	MT1B
uc002ejl.5	32.62411347517731	68.16976127320955	59.51704545454546	141	377	704	-14.87	-186.5	MT1E
uc002ejt.4	37.410071942446045	67.94520547945206	59.85507246376811	139	365	690	-21.06	-176.5	MT1F
uc002eju.2	37.16216216216216	61.111111111111114	52.70935960591133	148	72	406	-21.3	-14.5	MT1G
uc002ejw.3	35.0	59.154929577464785	52.141057934508815	140	71	397	-19.5	-11.3	MT1H
uc001hyk.2	48.80952380952381	60.86956521739131	58.54430379746836	84	46	316	-18.7	-8.8	MT1HL1
uc002ejn.4	33.33333333333333	71.14228456913828	62.48492159227985	144	499	829	-18.2	-267.6	MT1M
uc002ejy.4	33.33333333333333	58.119658119658126	50.888888888888886	147	117	450	-19.97	-27.13	MT1X
uc002ejh.4	41.25874125874126	70.02188183807439	62.97709923664122	143	457	786	-21.9	-230.6	MT2A
uc002ejf.4	56.83453237410072	69.95515695067265	63.620386643233736	139	223	569	-47.7	-102.21	MT3
uc002eje.1	60.0	65.0	58.50340136054422	25	80	294	0.0	-23.8	MT4
uc001yqx.4	55.05836575875487	85.04672897196261	61.57858136300417	514	214	2876	-177.69	-113.1	MTA1
uc001ntq.3	50.07564296520424	74.35897435897436	55.39568345323741	661	390	3058	-250.7	-207.7	MTA2
uc002rso.2	55.2423900789177	56.26865671641791	52.40054869684499	3548	670	5832	-1452.4	-226.77	MTA3
uc003zph.4	36.749605055292264	65.0485436893204	39.25187847108788	5064	206	6122	-1380.14	-91.7	MTAP
uc003ypc.3	18.394648829431436	55.55555555555556	36.58058188950638	299	45	3059	-43.67	-6.5	MTBP
uc003ond.3	53.937007874015755	82.39999999999999	59.64997569275644	762	125	2057	-290.11	-69.4	MTCH1
uc010rho.3	36.12392880685564	76.58227848101265	42.5976034016235	1517	158	2587	-371.36	-85.2	MTCH2
uc002knr.3	40.588235294117645	47.88732394366197	56.67159034958149	1190	142	6093	-313.77	-39.8	MTCL1
uc004fmz.3	37.95620437956204	62.58620689655172	46.56992084432718	1370	580	2274	-349.27	-262.8	MTCP1
uc003yhz.4	37.41463414634146	74.39024390243902	42.51254654362959	4100	328	6177	-1163.46	-168.8	MTDH
uc010leu.2	35.609756097560975	44.15584415584416	36.55332302936631	2665	77	3882	-701.51	-21.8	MTERF1
uc001tmf.2	30.451127819548873	56.284153005464475	40.44692737430168	266	366	1790	-51.3	-124.45	MTERF2
uc010mbd.3	31.269349845201237	71.66666666666667	40.941792020928716	323	120	1529	-67.2	-51.4	MTERF3
uc061ule.1	37.96296296296296	67.79661016949152	46.792913866829565	432	59	1637	-124.5	-19.3	MTERF4
uc001cce.1	44.58610163404561	59.57446808510638	46.66332162568991	5569	141	7972	-1878.18	-38.3	MTF1
uc009wdj.4	31.402142161635833	60.553633217993074	37.86666666666667	2054	289	4125	-488.59	-115.9	MTF2
uc002aof.5	41.74193548387097	0.0	45.025603511338694	1550	3	2734	-448.59		MTFMT
uc003ahw.3	56.84007707129094	61.142857142857146	60.29197080291971	519	350	1370	-218.1	-143.3	MTFP1
uc003xvm.3	32.73809523809524	51.587301587301596	38.82575757575758	1512	126	2640	-368.17	-33.1	MTFR1
uc001bks.5	46.60087719298245	66.23376623376623	51.9294902334445	912	308	2099	-302.5	-134.6	MTFR1L
uc010kgp.1	31.020408163265305	58.20512820512821	42.944785276073624	245	390	1793	-38.0	-149.31	MTFR2
uc001lnd.4	57.227722772277225	76.0	58.46153846153847	505	50	1560	-212.2	-21.4	MTG1
uc002yce.5	58.28402366863905	77.77777777777779	59.47422328439741	1690	18	2929	-726.2	-5.0	MTG2
uc001xhb.4	40.400000000000006	57.692307692307686	48.628826530612244	250	78	3136	-49.76	-24.9	MTHFD1
uc003qob.4	38.42239185750636	75.18248175182481	51.94228634850167	393	274	3604	-95.66	-103.8	MTHFD1L
uc002skk.4	38.88052964188986	77.5	41.4048473967684	3323	80	4456	-970.6	-33.1	MTHFD2
uc011cbk.3	28.68277474668745	77.77777777777779	37.000849617672046	1283	27	2354	-250.2	-9.1	MTHFD2L
uc001atc.3	58.69511896001962	72.28260869565217	58.793324775353014	4077	184	6232	-1807.6	-77.5	MTHFR
uc002bex.5	27.350427350427353	75.40983606557377	47.07828004410143	234	61	907	-35.8	-25.9	MTHFS
uc002fjn.4	53.46049046321526	61.53846153846154	55.19415864586791	1835	26	3013	-688.17	-8.6	MTHFSD
uc002ryo.3	14.285714285714285	50.0	41.653481012658226	28	316	2528	-2.9	-102.1	MTIF2
uc001urj.4	28.125	50.73529411764706	41.7910447761194	32	136	1005	-0.1	-33.6	MTIF3
uc001ooc.4	47.11981566820276	79.34782608695652	52.849941837921676	868	184	2579	-296.6	-61.5	MTL5
uc004fef.5	34.684423856398375	74.07407407407408	38.54717506262176	1727	54	3593	-449.0	-17.9	MTM1
uc004fei.4	38.83333333333333	75.79617834394905	47.404718693284934	600	157	2755	-160.5	-79.5	MTMR1
uc001zfh.1	37.72241992882562	73.46938775510205	41.826244708728076	2529	98	4961	-674.75	-42.6	MTMR10
uc001etl.5	38.526315789473685	57.76892430278885	52.69607843137255	475	251	2856	-114.54	-74.34	MTMR11
uc003jhq.4	40.18759018759019	78.94736842105263	43.97532292269135	2772	171	5187	-859.46	-105.1	MTMR12
uc003brz.4	52.02863961813843	65.57377049180327	56.01443464314354	419	122	2494	-127.1	-43.0	MTMR14
uc001pfu.4	36.00498338870432	69.50146627565982	41.315958128605004	2408	341	4681	-580.74	-145.91	MTMR2
uc003agu.5	48.35143139190523	61.58536585365854	50.58387603862564	5065	328	8906	-1853.05	-143.3	MTMR3
uc002iwj.3	40.451552210724365	70.39999999999999	48.91248501455729	2126	125	5839	-625.74	-60.8	MTMR4
uc001uqf.6	31.24381392279776	56.03674540682415	37.656829828591626	3031	762	5659	-736.78	-290.8	MTMR6
uc003wxm.4	32.314410480349345	82.85714285714286	40.285714285714285	1832	35	3850	-420.76	-12.1	MTMR7
uc004dvs.4	39.03508771929825	66.17647058823529	45.92648730579765	456	68	2639	-121.82	-20.0	MTMR8
uc003wtm.4	37.06606942889138	73.15010570824523	41.59871674909771	5358	473	7481	-1464.29	-254.8	MTMR9
uc003izd.2	55.88235294117647	79.70297029702971	58.80527540729248	34	202	1289	-5.1	-100.9	MTNR1A
uc001pdk.2	57.446808510638306	0.0	59.361022364217256	470	3	1565	-188.3		MTNR1B
uc003pgz.5	41.26573344312433	44.04332129963899	42.43345307175094	8501	277	10857	-3534.53	-57.7	MTO1
uc001asd.4	42.526315789473685	74.02597402597402	52.160885098536355	950	77	8677	-271.14	-34.7	MTOR
uc001iva.5	40.91386554621849	29.545454545454547	41.314051062310305	3808	44	5601	-1288.94	-3.6	MTPAP
uc003vte.5	36.082148499210106	69.9074074074074	39.05831995719636	3165	216	3738	-830.55	-71.8	MTPN
uc001hyi.5	42.29130503392773	67.51269035532995	44.99002754297654	6337	394	10529	-1984.12	-188.7	MTR
uc001uxy.4	30.02680965147453	49.504950495049506	38.48970251716247	746	101	2185	-146.32	-23.6	MTRF1
uc003qpi.5	39.399921042242404	0.0	41.51251360174103	2533	3	3676	-673.52		MTRF1L
uc002gzb.3	44.212523719165084	38.590956887486854	41.08177720540888	527	951	1553	-135.9	-195.66	MTRNR2L1
uc022bxr.2	40.45368620037807	36.60907127429805	38.43137254901961	529	926	1530	-135.07	-187.66	MTRNR2L10
uc062lty.1	0.0	39.66770508826583	40.51477597712107	3	963	1049		-202.92	MTRNR2L12
uc021wfd.2	41.30019120458891	38.682252922422954	39.83105912930474	523	941	1539	-119.67	-207.91	MTRNR2L3
uc021tce.2	42.17443249701314	41.766109785202865	41.88422247446084	837	838	1762	-237.0	-225.34	MTRNR2L4
uc021pra.2	37.3134328358209	35.00837520938023	36.265223274695536	67	597	739	-13.4	-112.4	MTRNR2L5
uc003vzz.3	40.19370460048426	37.53910323253389	39.04630269523152	413	959	1447	-111.6	-196.52	MTRNR2L6
uc021ppd.2	36.79245283018868	37.31182795698925	37.58957654723127	530	930	1535	-147.8	-199.77	MTRNR2L7
uc001miq.5	44.15094339622642	41.22533748701973	42.51726784343822	265	963	1303	-55.7	-203.14	MTRNR2L8
uc003jed.4	32.5515947467167	56.666666666666664	42.21136224801466	1066	30	3274	-238.33	-4.7	MTRR
uc003yrk.4	36.69391462306994	57.383966244725734	47.59304207119741	2202	474	4944	-584.41	-190.7	MTSS1
uc002ezj.4	60.33158107561666	85.81818181818181	64.40304487179486	2473	275	4992	-1123.93	-151.0	MTSS1L
uc003hvc.5	34.144222415291054	48.4375	42.05767350928642	1151	256	4092	-269.23	-75.9	MTTP
uc003tar.2	42.309167625623324	85.3211009174312	45.645949132558535	5214	327	5937	-1634.73	-226.6	MTURN
uc003wxw.4	40.16893477240732	54.008438818565395	42.69501278772378	2131	474	6256	-576.66	-157.52	MTUS1
uc058wcn.1	49.23357664233577	43.103448275862064	51.25396367829346	2740	58	6938	-928.97	-12.1	MTUS2
uc001fjb.4	56.00000000000001	68.86792452830188	63.41911764705882	125	106	1632	-33.5	-38.0	MTX1
uc002ukx.4	25.761772853185594	70.61611374407583	42.375366568914956	361	211	1364	-69.2	-105.7	MTX2
uc003kge.5	33.95360693346928	60.0	35.98666388831007	3923	120	4799	-1010.83	-37.4	MTX3
uc057lmt.1	62.13592233009708	63.888888888888886	58.71459694989106	309	72	1836	-148.6	-7.2	MUC1
uc003uxo.4	60.383386581469644	0.0	54.910851050793454	313	3	16321	-121.0		MUC12
uc032sai.1	45.8109146810146	38.46153846153847	44.66828759986106	1301	39	2879	-437.74	-1.6	MUC13
uc001mqx.4	32.726377952755904	36.97478991596639	35.42458808618505	2032	119	3156	-475.48	-14.5	MUC15
uc002mkp.3	57.95454545454546	52.94117647058824	50.305824356399484	88	204	43816	-36.0	-54.12	MUC16
uc003uxp.2	48.64479315263909	60.9375	49.43496876535411	701	64	14247	-227.3	-25.7	MUC17
uc058jnc.1	53.84615384615385	74.07407407407408	61.71124232951256	156	27	8637	-45.9	0.0	MUC2
uc032soi.2	57.05705705705706	61.111111111111114	60.8342989571263	333	126	2589	-118.85	-44.0	MUC20
uc063yqs.1	49.2100643651258	51.45228215767634	54.05899243017489	1709	241	3831	-588.45	-64.26	MUC21
uc063mxr.1	46.76724137931034	47.21030042918455	53.89599601262668	464	233	6019	-142.93	-72.3	MUC22
uc033aad.2	56.58783783783784	72.85714285714285	52.03099946552646	1184	70	11226	-292.97	-21.4	MUC3A
uc062sol.1	47.44525547445255	63.91304347826087	57.71359391214113	411	460	23128	-116.36	-211.5	MUC4
uc031xcx.2	61.23853211009175	65.95744680851064	60.29917469050894	436	47	17448	-179.6	-14.3	MUC5AC
uc001lta.4	65.24822695035462	82.75862068965517	64.54134330858132	564	58	17911	-256.62	-7.61	MUC5B
uc001lsw.3	66.61417322834644	74.50980392156863	61.57881588808394	635	51	8006	-273.63	-17.5	MUC6
uc011cat.3	32.021466905187836	38.19444444444444	40.55118110236221	1118	288	2540	-247.79	-64.9	MUC7
uc001sgk.4	33.77483443708609	47.82608695652174	45.95744680851064	151	46	470	-19.3	-8.9	MUCL1
uc001bdi.5	55.23349436392915	68.61313868613139	56.56275635767022	1242	137	2438	-488.11	-60.6	MUL1
uc060qzi.1	60.70080862533692	50.0	58.716498647651825	1855	76	4067	-833.94	-16.8	MUM1
uc004emg.3	32.68156424581006	50.318471337579616	39.46146703806871	1432	785	4308	-333.2	-251.59	MUM1L1
uc004bba.5	41.649484536082475	36.92307692307693	42.94455066921606	1455	65	2615	-440.04	-8.0	MURC
uc001ofv.5	44.18604651162791	67.90830945558739	60.57692307692307	387	349	2392	-112.33	-166.11	MUS81
uc064vaj.1	0.0	44.776119402985074	49.20116194625999	3	134	2754		-34.3	MUSK
uc003dga.5	60.69651741293532	58.30258302583026	59.63938973647711	201	271	721	-59.8	-112.3	MUSTN1
uc003ozg.5	30.701754385964914	57.8125	38.83702320618831	1368	128	3749	-295.84	-41.4	MUT
uc009vxp.4	41.269841269841265	62.03703703703704	60.54950751684811	63	216	1929	-5.0	-87.1	MUTYH
uc002ngo.2	65.89595375722543	54.12322274881517	59.19928025191184	346	1055	2223	-146.18	-384.04	MVB12A
uc004bqh.3	60.296453149814724	87.65432098765432	59.43141730649513	3778	81	4819	-1702.41	-42.9	MVB12B
uc002flg.2	67.11864406779661	73.33333333333333	65.60614371914427	590	30	1823	-303.29	-7.4	MVD
uc009zvk.4	61.68359941944848	81.57894736842105	61.04294478527608	689	76	1956	-309.8	-40.1	MVK
uc002duj.3	34.0	60.10362694300518	61.1965811965812	50	193	2925	-1.7	-71.8	MVP
uc002yzh.5	51.53508771929825	55.1219512195122	52.39193083573487	456	1025	3470	-144.9	-377.11	MX1
uc002yzf.2	48.45070422535211	51.63043478260869	49.7698882314267	710	184	3042	-221.51	-60.4	MX2
uc002sfy.4	39.691053422012445	71.92307692307692	42.6883837479864	4661	260	5587	-1283.22	-123.4	MXD1
uc010jkk.3	51.82211241507103	72.05882352941177	55.795504627589246	1619	68	2269	-535.25	-28.1	MXD3
uc003geu.2	62.339331619537276	78.6624203821656	63.95463510848126	3112	314	4056	-1457.03	-190.3	MXD4
uc001kyy.3	37.38435660218671	69.11764705882352	43.7463976945245	2378	204	3470	-630.73	-75.3	MXI1
uc004crg.6	38.40139009556907	72.90322580645162	50.27060145001532	1151	155	9793	-301.97	-61.0	MXRA5
uc002jsk.2	48.20329561246774	0.0	50.733086027203676	5037	3	5661	-1900.94		MXRA7
uc001afa.5	62.71929824561403	64.00778210116731	65.87243401759531	912	514	2728	-413.71	-212.3	MXRA8
uc002qco.3	48.52865255549819	67.85714285714286	54.77087256748274	1937	280	3186	-731.08	-104.7	MYADM
uc010wvf.1	61.807331628303494	55.774647887323944	62.96900489396411	1173	355	2452	-532.0	-125.14	MYADML2
uc003qfh.4	32.518955349620896	72.8643216080402	43.92701525054466	1187	199	3672	-294.6	-95.4	MYB
uc002fyb.5	54.385964912280706	65.79804560260585	60.86956521739131	513	307	4807	-208.8	-142.2	MYBBP1A
uc003xwj.4	29.817605075337035	72.74939172749392	37.365177195685675	2522	411	5192	-582.51	-219.1	MYBL1
uc010zwj.3	59.068627450980394	79.62264150943396	60.53994082840237	408	265	2704	-169.4	-160.4	MYBL2
uc001tih.4	40.909090909090914	48.0	45.57578866375994	308	75	3899	-70.6	-16.3	MYBPC1
uc002psf.3	52.58620689655172	74.50980392156863	57.751182855552464	116	51	3593	-31.91	-15.7	MYBPC2
uc058bdz.1	56.06936416184971	60.0	60.766682442025555	346	55	4226	-146.1	-14.0	MYBPC3
uc001gzh.2	61.34185303514377	72.41379310344827	61.27423822714682	313	58	1805	-128.8	-11.7	MYBPH
uc001dxk.1	53.69649805447471	57.99999999999999	56.924198250728864	257	50	1372	-84.3	-14.5	MYBPHL
uc064qdk.2	27.310924369747898	65.71428571428571	53.93068469991547	476	525	2366	-104.39	-236.4	MYC
uc001ccs.4	38.33528722157092	55.25	44.0028388928318	1706	800	2818	-471.47	-253.52	MYCBP
uc058xol.1	34.02777777777778	75.26881720430107	43.57356134636265	720	93	14736	-166.52	-43.7	MYCBP2
uc010wmr.3	39.130434782608695	70.98765432098766	55.08474576271186	69	162	3186	-7.0	-76.9	MYCBPAP
uc001cer.3	48.7153134635149	83.2	55.067567567567565	1946	125	3256	-733.7	-79.4	MYCL
uc002rci.4	38.46153846153847	71.04377104377105	56.8793235972329	910	297	2602	-250.6	-141.5	MYCN
uc003qpc.5	35.56611927398444	0.0	37.98679867986799	2314	3	3030	-601.59		MYCT1
uc003chx.4	49.56722446624351	65.76086956521739	53.988157436433305	1733	184	2871	-607.35	-82.1	MYD88
uc002may.4	54.78260869565217	66.66666666666666	58.153241650294696	460	36	1018	-187.7	-5.2	MYDGF
uc001zwi.5	33.23667995650598	70.35714285714286	36.38996138996139	8277	280	10360	-2025.37	-113.61	MYEF2
uc001oow.4	51.39664804469274	58.320373250388805	57.11188204683435	895	643	2306	-319.95	-257.0	MYEOV
uc002vyu.1	0.0	0.0	57.31225296442688	3	3	759			MYEOV2
uc001szg.3	26.20578778135048	66.44736842105263	45.20103761348898	622	152	1542	-119.8	-53.7	MYF5
uc001szf.3	36.57587548638132	44.14414414414414	47.84982935153584	514	222	1465	-122.01	-65.5	MYF6
uc002gmo.4	30.275229357798167	48.421052631578945	49.18658698539177	109	95	6024	-25.7	-16.0	MYH1
uc002glm.4	46.34146341463415	61.87050359712231	49.0079876320536	1599	139	7762	-478.07	-50.3	MYH10
uc002ddv.4	47.39583333333333	61.36363636363637	55.40226546616323	960	88	6886	-263.79	-26.8	MYH11
uc002gmk.1	49.411764705882355	50.0	52.46995994659546	85	90	5992	-18.19	-23.8	MYH13
uc010enu.2	58.01324503311258	73.33333333333333	63.6600928074246	755	30	6896	-247.8	-6.8	MYH14
uc003dxa.1	42.3469387755102	26.31578947368421	45.39157478088776	1176	57	7074	-346.7	-1.7	MYH15
uc002gmp.5	39.84375	41.81818181818181	49.34532260608929	128	385	6339	-38.7	-96.49	MYH2
uc002gmq.3	38.095238095238095	61.36363636363637	51.730992214676164	126	88	6037	-32.7	-29.1	MYH3
uc002gmn.4	31.76470588235294	43.24324324324324	48.587101063829785	85	111	6016	-21.2	-18.7	MYH4
uc001wjv.3	50.0	53.52112676056338	57.515569769399086	50	71	5941	-4.01	-16.4	MYH6
uc001wjx.4	52.58620689655172	61.963190184049076	57.40101856415312	116	163	6087	-34.7	-56.1	MYH7
uc061wko.1	51.40562248995983	53.2608695652174	61.63991736850469	249	92	6293	-71.6	-27.22	MYH7B
uc002gmm.3	33.33333333333333	44.21052631578947	47.823208078132765	132	95	6041	-26.1	-22.3	MYH8
uc003apg.4	53.352559480894016	70.56277056277057	58.458872150379946	1387	231	7501	-481.41	-113.1	MYH9
uc002vec.4	34.93975903614458	43.24324324324324	44.50704225352113	332	148	1065	-59.92	-26.9	MYL1
uc003uyr.3	52.0	45.50561797752809	52.62636273538157	150	178	1009	-58.0	-41.1	MYL10
uc002klr.3	33.0188679245283	55.69620253164557	44.91456468673719	318	395	1229	-60.8	-141.42	MYL12A
uc010wyv.3	33.14121037463977	69.45169712793734	49.47958366693355	347	383	1249	-64.6	-196.4	MYL12B
uc001try.5	55.81395348837209	60.416666666666664	52.78810408921933	258	48	807	-80.2	-12.2	MYL2
uc003cql.2	60.49382716049383	56.98924731182796	57.03463203463204	243	93	924	-91.9	-26.4	MYL3
uc002ilg.4	57.2972972972973	51.5625	56.119073869900774	185	128	907	-72.0	-31.6	MYL4
uc003gav.4	61.53846153846154	62.857142857142854	57.507507507507505	39	105	666	-10.4	-36.7	MYL5
uc001sjw.3	52.450980392156865	59.75103734439834	54.827968923418425	204	241	901	-58.4	-77.1	MYL6
uc001sjt.4	58.65384615384615	67.98679867986799	60.73500967117988	104	303	1034	-40.3	-108.4	MYL6B
uc003tkg.4	59.64912280701754	59.25925925925925	57.18954248366013	57	27	612	-14.66	-4.4	MYL7
uc002xfl.3	61.055505004549595	72.11538461538461	60.51045728465083	2198	104	2821	-947.56	-21.8	MYL9
uc003nbq.4	32.30769230769231	76.26262626262627	53.06122448979592	130	198	1666	-21.8	-103.7	MYLIP
uc062ncr.1	36.13724405091311	52.1505376344086	51.11139829413285	1807	186	7738	-441.41	-55.3	MYLK
uc002wwq.3	65.02242152466367	58.65384615384615	59.705776820954426	892	104	2787	-416.43	-28.12	MYLK2
uc002eei.5	40.830449826989614	59.48275862068966	47.77890319780061	4335	116	6911	-1640.46	-31.6	MYLK3
uc003mty.5	43.85474860335196	39.35860058309038	44.59180158456768	4296	343	5806	-1367.66	-91.0	MYLK4
uc002dxv.2	59.34065934065934	64.19753086419753	58.06451612903226	91	81	682	-19.2	-20.3	MYLPF
uc003fft.4	29.924091090691167	61.68929110105581	37.847569513902776	2503	663	4999	-551.35	-278.31	MYNN
uc003jft.5	42.74537695590327	71.20879120879121	51.55511321224186	1406	455	8038	-410.4	-220.2	MYO10
uc060cbc.1	49.892703862660944	67.75147928994083	61.77189581050324	932	338	11863	-322.92	-153.2	MYO15A
uc010agk.2	42.18616567036721	47.58842443729904	49.731038192576655	1171	622	7436	-332.86	-200.36	MYO16
uc002hdt.2	56.91446842525979	68.50828729281768	59.10227721469001	1251	181	7597	-537.5	-80.3	MYO18A
uc003abz.1	48.44517184942717	58.8	57.57151196730882	611	250	8565	-195.1	-87.6	MYO18B
uc032fdu.2	41.58576051779935	60.9942638623327	54.93339911198816	618	523	4054	-175.4	-203.4	MYO19
