#hg38.kgXref.kgID	utr3_percentgc	utr5_percentgc	mrna_percentgc	utr3_length	utr5_length	mrna_length	utr3_energy	utr5_energy	gene_symbol	logFC
uc057lmt.1	62.135922330097074	63.88888888888889	58.71459694989106	309	72	1836	-148.6	-7.2	MUC1	0.26120861627021
uc062sol.1	47.445255474452544	63.91304347826087	57.713593912141135	411	460	23128	-116.36	-211.5	MUC4	-5.507498685227491
uc001bdi.5	55.23349436392915	68.61313868613139	56.562756357670224	1242	137	2438	-488.11	-60.6	MUL1	-0.107080869805239
uc060qzi.1	60.700808625336926	50.0	58.716498647651825	1855	76	4067	-833.94	-16.8	MUM1	-0.20055635836094501
uc004bba.5	41.649484536082475	36.92307692307693	42.94455066921606	1455	65	2615	-440.04	-8.0	MURC	0.9588700357229571
uc001ofv.5	44.1860465116279	67.90830945558739	60.57692307692307	387	349	2392	-112.33	-166.11	MUS81	0.481087889232646
uc003ozg.5	30.701754385964914	57.8125	38.83702320618831	1368	128	3749	-295.84	-41.4	MUT	-0.26785088445951505
uc009vxp.4	41.26984126984127	62.03703703703704	60.54950751684811	63	216	1929	-5.0	-87.1	MUTYH	-0.48643393337295504
uc002flg.2	67.11864406779661	73.33333333333333	65.60614371914427	590	30	1823	-303.29	-7.4	MVD	-0.384820013350146
uc009zvk.4	61.683599419448484	81.57894736842105	61.04294478527608	689	76	1956	-309.8	-40.1	MVK	0.5752382639633511
uc002duj.3	34.0	60.10362694300518	61.1965811965812	50	193	2925	-1.7	-71.8	MVP	-0.33713320638577504
uc002yzh.5	51.53508771929825	55.121951219512205	52.39193083573486	456	1025	3470	-144.9	-377.11	MX1	0.5405825319726251
uc002sfy.4	39.69105342201245	71.92307692307692	42.6883837479864	4661	260	5587	-1283.22	-123.4	MXD1	-1.14248280746662
uc010jkk.3	51.82211241507103	72.05882352941177	55.79550462758925	1619	68	2269	-535.25	-28.1	MXD3	0.32970067434767897
uc003geu.2	62.339331619537276	78.66242038216559	63.954635108481256	3112	314	4056	-1457.03	-190.3	MXD4	-0.330357276225596
uc001kyy.3	37.38435660218671	69.11764705882352	43.7463976945245	2378	204	3470	-630.73	-75.3	MXI1	-0.323108429406434
uc001afa.5	62.719298245614034	64.00778210116732	65.87243401759531	912	514	2728	-413.71	-212.3	MXRA8	-3.1654032308248503
uc002qco.3	48.52865255549819	67.85714285714286	54.77087256748274	1937	280	3186	-731.08	-104.7	MYADM	0.39966070915178903
uc002fyb.5	54.38596491228071	65.79804560260585	60.86956521739131	513	307	4807	-208.8	-142.2	MYBBP1A	-0.0624031260788742
uc003xwj.4	29.817605075337035	72.74939172749393	37.365177195685675	2522	411	5192	-582.51	-219.1	MYBL1	-0.0580564538658148
uc010zwj.3	59.068627450980394	79.62264150943396	60.539940828402365	408	265	2704	-169.4	-160.4	MYBL2	-0.242996787633769
uc064qdk.2	27.310924369747895	65.71428571428571	53.93068469991547	476	525	2366	-104.39	-236.4	MYC	0.209222226829501
uc058xol.1	34.02777777777778	75.26881720430106	43.573561346362645	720	93	14736	-166.52	-43.7	MYCBP2	-0.0191238318760503
uc003chx.4	49.5672244662435	65.76086956521739	53.9881574364333	1733	184	2871	-607.35	-82.1	MYD88	-0.24878404535007898
uc001zwi.5	33.23667995650598	70.35714285714286	36.38996138996139	8277	280	10360	-2025.37	-113.61	MYEF2	0.498254250352999
uc001oow.4	51.396648044692746	58.32037325038881	57.11188204683435	895	643	2306	-319.95	-257.0	MYEOV	-0.634610053959635
uc002glm.4	46.34146341463415	61.870503597122315	49.007987632053606	1599	139	7762	-478.07	-50.3	MYH10	1.2360013325924801
uc002gmq.3	38.095238095238095	61.36363636363637	51.730992214676164	126	88	6037	-32.7	-29.1	MYH3	-0.28726568243446005
uc003apg.4	53.35255948089402	70.56277056277057	58.45887215037993	1387	231	7501	-481.41	-113.1	MYH9	0.8536395434529459
uc002vec.4	34.93975903614458	43.24324324324325	44.507042253521135	332	148	1065	-59.92	-26.9	MYL1	2.739020142873
uc002klr.3	33.0188679245283	55.696202531645575	44.91456468673719	318	395	1229	-60.8	-141.42	MYL12A	-0.0005236691532850559
uc010wyv.3	33.14121037463977	69.45169712793735	49.47958366693354	347	383	1249	-64.6	-196.4	MYL12B	-0.176133671418924
uc001sjw.3	52.450980392156865	59.75103734439835	54.827968923418425	204	241	901	-58.4	-77.1	MYL6	0.11966775366317099
uc001sjt.4	58.653846153846146	67.98679867986799	60.73500967117989	104	303	1034	-40.3	-108.4	MYL6B	-0.0181472562005061
uc002xfl.3	61.0555050045496	72.11538461538461	60.51045728465083	2198	104	2821	-947.56	-21.8	MYL9	0.15916385622885998
uc003nbq.4	32.30769230769231	76.26262626262627	53.061224489795926	130	198	1666	-21.8	-103.7	MYLIP	-0.44368260475442
uc062ncr.1	36.13724405091311	52.1505376344086	51.111398294132854	1807	186	7738	-441.41	-55.3	MYLK	0.6210008199200461
uc003fft.4	29.92409109069117	61.689291101055815	37.847569513902776	2503	663	4999	-551.35	-278.31	MYNN	-0.162674778674068
uc003jft.5	42.745376955903275	71.2087912087912	51.55511321224186	1406	455	8038	-410.4	-220.2	MYO10	0.246620778947999
uc002hdt.2	56.91446842525979	68.50828729281768	59.102277214690005	1251	181	7597	-537.5	-80.3	MYO18A	0.339966882507435
uc032fdu.2	41.58576051779935	60.99426386233271	54.93339911198815	618	523	4054	-175.4	-203.4	MYO19	0.29220910924056
uc010fsg.3	31.81179775280899	78.13765182186235	41.9323101141283	1424	247	5082	-324.37	-132.8	MYO1B	0.660379079739037
uc002fsp.4	56.01965601965602	67.07692307692308	58.75607385811468	1628	325	5145	-650.81	-146.89	MYO1C	0.0937932074084795
uc002hho.2	56.90657130084935	80.65573770491801	52.076217868056816	2237	305	5563	-909.87	-159.9	MYO1D	-3.6924601475699004
uc002aga.5	45.47108774767489	65.5	47.63057765479073	4946	400	8673	-1544.36	-167.6	MYO1E	-0.215553221326264
uc002aby.4	39.404334944643686	84.42622950819674	43.34560327198364	6413	244	12225	-1846.65	-152.4	MYO5A	-0.471958618301624
uc002leb.3	34.4997266265719	78.33333333333333	46.396633350867965	3658	300	9505	-893.41	-180.7	MYO5B	-2.57080263436962
uc010bff.4	39.430379746835435	72.83950617283949	44.742504662171854	1580	162	6971	-414.04	-76.9	MYO5C	-1.72995267834198
uc063pre.1	35.720601237842615	69.46564885496184	39.14868804664722	4524	262	8575	-1203.7	-108.4	MYO6	-0.4166377690093189
uc002atl.6	39.75763225355395	67.65327695560254	42.34147127548143	4291	473	12411	-1236.83	-222.7	MYO9A	0.0930937918640007
uc002nfi.3	62.05420827389443	82.89473684210526	60.3830512921422	1402	152	7623	-610.44	-86.9	MYO9B	0.132867478234378
uc010qit.4	42.774566473988436	47.02300405953992	47.80902550686723	1557	1478	6116	-487.39	-457.29	MYPN	-2.37720113771558
uc002pdt.4	53.39966832504145	85.0574712643678	65.71428571428571	603	87	1890	-219.0	-52.4	MYPOP	-0.39648958311437504
uc009wab.3	34.76607074933435	70.0	36.544637122671794	5258	40	7785	-1305.59	-14.2	MYSM1	0.23129463830686398
uc002qto.4	53.9568345323741	62.56684491978609	65.78313253012048	139	561	2905	-44.3	-228.3	MZF1	-0.34482546431125394
uc001viu.3	28.142493638676854	67.05882352941175	31.97042192257503	1965	85	2299	-438.51	-25.7	MZT1	-0.239727229145344
uc002tsw.5	47.524752475247524	84.78260869565217	67.78846153846155	101	46	624	-25.7	-22.7	MZT2A	0.415345997998735
uc002tqu.3	46.53465346534654	69.85915492957747	67.84565916398714	101	355	933	-24.81	-172.24	MZT2B	0.39493171269931004
uc002efp.3	52.99186213499282	81.43459915611815	50.87250211089221	4178	237	7106	-1513.05	-146.31	N4BP1	-0.184994419144495
uc003guy.5	30.95890410958904	55.04807692307693	36.11453201970443	4015	416	9744	-965.03	-168.3	N4BP2	-0.6370674277819941
uc001uuk.5	34.234354194407466	49.09090909090909	35.20738304868993	7510	165	9427	-2421.14	-45.8	N4BP2L2	-0.627845301464575
uc002ymo.3	42.77539341917024	61.53846153846154	43.78211716341213	4194	26	4865	-1332.64	-5.0	N6AMT1	0.390816948144194
uc001uno.2	42.28187919463088	60.49382716049383	45.6	149	81	875	-23.87	-28.1	N6AMT2	-0.12736077737684
uc004fjm.3	52.34899328859061	81.81818181818183	59.255079006772	745	319	1772	-244.77	-173.5	NAA10	0.0988947544034913
uc003ihu.2	34.74833232261977	63.467492260061924	37.70491803278689	3298	323	6222	-855.69	-130.7	NAA15	0.599719735779657
uc001uyf.2	36.20448179271708	69.1358024691358	39.17644352426961	1428	324	4347	-371.83	-134.16	NAA16	-0.287015484917155
uc002wrr.4	32.69230769230769	68.81889763779527	50.74812967581048	468	635	1604	-116.09	-310.8	NAA20	0.0708576951362483
uc001ttm.4	35.43279380717805	57.83132530120483	39.500831946755405	2842	249	6010	-742.97	-88.1	NAA25	0.298661267655159
uc001xcx.5	34.93204186845805	71.42857142857143	39.0502354788069	6401	154	7644	-1732.4	-74.9	NAA30	-0.169814171038239
uc004aoi.5	34.9112426035503	70.67669172932331	41.072102680256705	338	133	2649	-78.0	-60.5	NAA35	0.39406921088171004
uc002gja.3	43.47826086956522	52.43619489559165	58.55855855855856	46	431	999	-2.1	-143.6	NAA38	0.0105411648659093
uc009yoz.4	50.789750789750784	69.30693069306929	51.719432314410476	2849	101	3664	-1061.58	-34.0	NAA40	0.52942608686416
uc003ean.3	36.75471698113208	71.07692307692308	38.95680521597392	5300	325	6135	-1485.23	-149.5	NAA50	-0.16937304213065804
uc002cvh.5	63.417498532002355	54.12541254125413	59.26873857404021	1703	303	2735	-822.44	-97.5	NAA60	-0.42943710908647903
uc003hjb.4	37.46518105849582	71.56862745098039	49.631578947368425	718	102	1900	-169.09	-44.4	NAAA	1.18672272789469
uc001pdf.5	32.60680034873583	66.08695652173913	39.58333333333333	1147	230	3600	-261.76	-96.2	NAALAD2	-2.57678535109489
uc002usb.4	32.182490752157825	54.2299349240781	39.880679210647095	2433	461	4358	-569.32	-175.5	NAB1	0.0498451304701693
uc001smz.3	54.17218543046357	77.24867724867724	62.59682773884175	755	378	2711	-284.34	-210.0	NAB2	0.313238720743529
uc001sma.3	35.23809523809524	56.4102564102564	49.79466119096509	105	39	2922	-23.42	-3.7	NACA	0.47711751065415503
uc002mwm.5	61.425959780621575	88.8888888888889	63.374578177727784	2735	126	4445	-1267.64	-81.6	NACC1	-0.152824354705224
uc004cgv.4	55.67383008636271	80.76923076923076	59.45789244818089	4979	156	6899	-2093.97	-72.7	NACC2	0.575405616062609
uc001aie.3	52.631578947368425	50.73170731707317	56.52888037229674	1672	205	3653	-610.14	-52.8	NADK	-0.581669008181105
uc001oqn.4	57.75862068965517	75.0	58.7089794446448	464	188	2773	-197.26	-100.8	NADSYN1	0.21579115105394897
uc002eqe.4	32.55813953488372	63.73056994818654	40.44002095337873	129	193	1909	-24.7	-85.52	NAE1	-0.4021235061965539
uc003iqj.4	26.315789473684212	59.793814432989684	46.093340325117985	228	194	1907	-39.2	-74.9	NAF1	0.26980076954904897
uc003bbw.5	49.558441558441565	61.726078799249535	53.789929615592854	1925	533	3694	-662.12	-234.82	NAGA	0.11352869640559599
uc002shp.4	48.055555555555564	64.55223880597015	56.9683509161577	360	268	1801	-105.26	-112.71	NAGK	-0.379855278275806
uc002hzv.4	56.39810426540285	76.23762376237623	64.38679245283019	211	101	2544	-85.7	-52.2	NAGLU	0.41998278725908006
uc002cyg.4	56.46687697160884	70.0	62.94277929155314	634	20	2202	-240.6	-2.8	NAGPA	0.11952251692387
uc002ies.4	53.159041394335524	66.9491525423729	63.79468377635197	459	118	2182	-157.81	-42.8	NAGS	-0.38957716956682004
uc004bta.4	52.391799544419136	62.27272727272727	56.51662253604	2195	220	3399	-816.25	-93.1	NAIF1	0.0614014156635689
uc032wgf.2	37.631091918568785	47.42268041237113	42.161985630306994	1621	291	6124	-416.31	-69.19	NAIP	0.503278910748775
uc001vox.2	33.90388413429888	59.7560975609756	43.44382516867116	1519	82	6818	-377.4	-25.1	NALCN	-1.73066410272407
uc003vdq.4	30.52180128663331	73.70129870129871	36.316019205587075	2798	308	4582	-632.75	-143.7	NAMPT	-0.14012198684653
uc009xzf.2	42.20183486238533	88.3720930232558	50.858849887976106	3052	86	4017	-905.62	-63.4	NANOS1	-0.257053951555391
uc002wuy.5	36.55518394648829	66.96035242290749	39.83350151362261	2990	227	3964	-815.83	-100.6	NANP	-0.129844000424194
uc004ayc.4	35.0	71.42857142857143	53.931623931623925	20	70	1170	0.0	-34.4	NANS	0.420602445394812
uc001sxw.3	31.475639677532424	65.0485436893204	36.61337536590858	2853	412	4441	-678.76	-186.9	NAP1L1	0.746051743630307
uc031yml.3	54.574638844301774	65.95744680851064	50.17892644135189	1246	141	2515	-495.56	-57.6	NAP1L4	-0.11715371574473901
uc003hrx.4	34.856700232378	59.875259875259886	45.799224472210255	1291	481	2321	-299.37	-200.5	NAP1L5	-2.44628980200316
uc002pha.3	60.06144393241167	70.33333333333334	59.21696574225121	651	300	1839	-259.54	-148.6	NAPA	-0.06399158051416
uc002wtb.3	39.201960098004896	78.63247863247864	41.72031934071594	2857	117	3883	-834.4	-65.0	NAPB	-0.384321912313656
uc003vbc.3	35.143198090692124	56.849315068493155	38.93805309734513	3352	438	4972	-870.92	-164.72	NAPEPLD	-0.155394894283956
uc002kon.4	34.25196850393701	63.76811594202898	37.59864712514093	2540	69	3548	-645.1	-26.9	NAPG	-0.451027729235808
uc002kfg.5	52.52100840336135	72.72727272727273	53.735122815902756	2380	198	3949	-923.3	-116.6	NARF	-0.28501901694869497
uc032dnr.2	64.82334869431644	64.9025069637883	63.66749688667497	651	1436	3212	-314.0	-709.1	NARFL	-0.158154562318815
uc002lgs.4	32.53012048192771	64.25438596491229	44.272345918038084	996	456	3099	-222.1	-192.47	NARS	0.19942692555485997
uc001ozi.3	30.747531734837803	65.1595744680851	43.946010321556166	709	376	2519	-158.16	-169.5	NARS2	-0.0768011532842152
uc001coi.3	42.231075697211146	57.4712643678161	46.3673214842532	753	87	3207	-221.94	-34.0	NASP	0.415050199028496
uc064kqu.1	30.689206762028608	46.70846394984326	39.42982456140351	769	638	2280	-147.92	-187.22	NAT1	0.299897993753765
uc001mvk.4	52.36768802228411	61.165048543689316	51.649175412293864	718	206	4002	-256.8	-73.8	NAT10	0.131227277743931
uc002qle.3	60.45751633986928	70.95709570957095	67.578125	612	303	1536	-258.2	-139.7	NAT14	0.20048184192761
uc003czk.5	59.45945945945946	63.157894736842096	62.431693989071036	185	418	1464	-87.3	-170.7	NAT6	-0.41990580802174104
uc002jlq.3	58.283772302463895	60.81081081081082	57.6	1177	74	1875	-509.2	-23.6	NAT9	-0.168566874202425
uc057oje.1	45.06181611482165	65.23809523809524	51.11145061492629	7037	420	13091	-2253.88	-123.9	NAV1	0.36792573558201
uc057zty.1	43.532934131736525	66.4819944598338	52.67272727272727	3340	361	11000	-957.38	-154.6	NAV2	-0.32930217165154496
uc001syp.5	37.791164658634536	33.52601156069364	44.70013236941248	2490	173	9821	-662.26	-35.7	NAV3	0.345838639388782
uc002rcc.3	46.0431654676259	69.23076923076923	46.037632193380034	139	26	7281	-40.67	-5.1	NBAS	0.0303866170958154
uc058wka.1	34.633027522935784	75.28089887640449	43.21431783433761	1744	534	11119	-437.5	-303.4	NBEA	-0.00329245622558982
uc002uzt.4	31.15079365079365	45.94594594594595	37.977692448345216	2520	333	10938	-618.9	-96.71	NBEAL1	0.416792317231669
uc003cqp.4	70.49608355091384	78.2122905027933	62.43344284581398	383	179	8827	-201.17	-96.2	NBEAL2	-0.11047689561226899
uc003yej.2	33.837934105075696	72.90322580645163	37.26960994427776	2246	155	4666	-542.74	-69.8	NBN	0.179621404727762
uc001ayw.5	41.68719211822661	56.418918918918905	48.263654753877276	1624	888	5932	-537.01	-342.7	NBPF1	-0.268794360699494
uc057kcv.1	41.630636195182205	57.14285714285714	47.73807698205796	1619	35	13042	-544.52	-3.6	NBPF10	0.23278166433760003
uc057khs.1	41.604938271604944	51.04166666666666	47.61109564894703	1620	192	10779	-547.32	-61.1	NBPF14	0.122476642950444
uc057jyw.1	41.303011677934855	50.421743205248355	46.39898024219248	1627	1067	4707	-533.09	-368.78	NBPF15	-0.360563851485084
uc009vqb.5	42.53632760898283	63.88888888888889	48.2451403887689	1514	324	3704	-515.31	-140.6	NBPF3	-0.494578081600539
uc031uvs.1	41.83610597658657	50.66666666666667	46.7818831942789	1623	75	5034	-536.59	-14.7	NBPF9	-0.27967615388256895
uc010czd.4	37.21362229102167	49.28571428571429	44.909793814432994	1615	140	4656	-450.9	-33.43	NBR1	-0.0522002444163814
uc001qoo.3	44.19889502762431	58.698372966207764	52.52343186733959	543	799	5548	-151.3	-334.54	NCAPD2	0.5080275208952549
uc001qhd.2	38.476953907815634	73.84615384615384	47.59928867812685	499	65	5061	-127.75	-23.0	NCAPD3	0.342102274657877
uc003gpp.5	35.35142658315936	62.5	39.004505470928976	1437	176	4661	-341.72	-66.9	NCAPG	0.33230312188580297
uc011kwe.3	33.752997601918466	63.157894736842096	41.44298496097469	1668	114	5253	-362.91	-40.3	NCAPG2	-0.0373742408904958
uc002svz.3	42.307692307692314	55.8139534883721	47.774158523344184	494	43	2763	-138.5	-3.5	NCAPH	0.30847396136585103
uc003blr.5	61.855670103092784	67.21311475409836	62.052037309769275	97	122	2037	-31.7	-50.2	NCAPH2	0.0476361920439849
uc004axq.4	36.994899960768926	73.046875	41.52182309772113	2549	256	5178	-737.12	-126.7	NCBP1	0.626570420666996
uc003fxd.2	38.216957605985044	65.95744680851064	41.770401106500685	1604	94	2169	-443.42	-35.3	NCBP2	0.135965598692634
uc001bzb.4	60.0	60.57441253263708	62.340483301656256	1110	383	3683	-476.0	-133.5	NCDN	-0.16552107876052
uc003fig.4	36.515809051456905	57.2463768115942	41.11371879667164	3226	138	4687	-827.63	-39.9	NCEH1	-0.271202092658815
uc010pod.3	40.18018018018018	52.36363636363637	49.51669595782074	555	275	2276	-164.8	-84.28	NCF2	-5.7068308833279
uc011bme.3	30.58394160583941	39.56043956043956	34.74823137744486	1370	91	2403	-317.41	-18.4	NCK1	-0.105055352781759
uc002tdg.4	50.36429872495446	65.61085972850678	58.10659709280655	1098	442	2683	-368.75	-211.5	NCK2	1.34373857210567
uc002upc.5	38.21667570989329	79.62466487935657	39.19988204649334	16587	373	20347	-4973.23	-217.6	NCKAP1	0.642834716909513
uc009zlk.2	62.62626262626264	67.82178217821783	65.18367346938776	693	202	4900	-293.71	-87.2	NCKAP5L	-0.103790351125555
uc003cun.5	56.00000000000001	77.5	60.555369688859145	700	120	2989	-269.7	-52.5	NCKIPSD	0.0818370251598388
uc002vru.4	45.36144578313253	65.14522821576763	47.22359940505702	1660	241	4034	-546.15	-97.1	NCL	-0.0523989725791036
uc002lxi.4	64.61211477151966	65.66125290023201	64.64419475655431	1882	431	4005	-924.07	-183.7	NCLN	0.377556959372312
uc002rfj.4	39.05372894947875	39.14728682170542	43.57019562715765	2494	258	6952	-656.92	-62.82	NCOA1	-0.10097987356782001
uc003xyn.2	35.555555555555564	56.59340659340659	43.36450810938795	3870	182	8447	-986.65	-62.7	NCOA2	-0.582241536904595
uc002xtl.4	36.734104046242784	55.555555555555564	42.59982365537221	3460	216	7939	-942.25	-80.7	NCOA3	0.0832285712502818
uc001jis.5	36.175882744836784	60.59113300492611	43.138912369681606	1501	203	3549	-372.48	-74.0	NCOA4	-0.20123236861722898
uc002xre.4	45.931558935361224	70.3030303030303	51.894409937888206	1315	165	3220	-409.65	-80.54	NCOA5	0.44281732072981
uc002xaw.4	35.401459854014604	61.583577712609966	50.64256460951842	548	341	7081	-122.2	-141.79	NCOA6	0.163429529783979
uc003qai.3	36.268794108622274	67.47967479674797	41.195601672603374	3259	369	6457	-825.09	-151.05	NCOA7	0.17771459708779502
uc002gpo.4	36.030582988212814	65.11627906976744	45.1865671641791	3139	258	10720	-801.87	-113.41	NCOR1	0.275206418046364
uc004bzi.2	57.548476454293635	90.69767441860463	57.743939090362645	4332	86	4991	-1839.44	-60.3	NCS1	0.707555932295134
uc001fvy.4	47.13656387665198	55.00000000000001	50.11547344110855	681	280	3031	-185.33	-105.1	NCSTN	0.322415062807504
uc002kli.3	24.590163934426233	53.846153846153854	40.101289134438304	61	182	2172	-5.2	-60.9	NDC80	0.11747766378380099
uc010uzy.3	52.331113225499536	50.968523002421314	52.7439024390244	2102	826	3936	-743.54	-287.4	NDE1	0.0067912576962188
uc002glj.5	52.41864555848724	69.03553299492386	50.80101180438449	1137	197	2372	-392.52	-90.7	NDEL1	0.21042268219927
uc003lmi.5	33.55432780847145	70.63829787234044	40.45702414957154	2715	470	3851	-662.24	-233.2	NDFIP1	0.105968522008148
uc001vlf.4	29.57548495923531	61.25000000000001	35.02581755593804	3557	80	4648	-807.86	-9.32	NDFIP2	-0.376981167117296
uc001zco.4	32.710280373831765	74.19354838709677	50.62462819750149	642	124	1681	-141.6	-60.0	NDNL2	-0.58175912991701
uc004clx.4	66.94772344013491	66.26506024096386	64.5975170204245	593	83	2497	-269.2	-25.9	NDOR1	0.12557606198252
uc003yuh.3	50.70505287896592	70.39170506912444	58.02929427430094	1702	868	3755	-623.84	-462.21	NDRG1	0.38424987001329497
uc001vyv.4	53.883495145631066	67.9245283018868	55.68592057761733	824	318	2216	-342.54	-151.6	NDRG2	6.569341871672549
uc002xfw.4	45.039908779931594	53.65853658536586	46.49122807017544	1754	82	2964	-549.87	-17.3	NDRG3	-0.320190827198029
uc003lsk.4	54.64234474277517	64.5418326693227	56.587795765877964	4879	502	8030	-2048.27	-247.8	NDST1	0.6843302173847889
uc001jvk.3	53.88888888888889	61.75942549371634	55.908242197919435	540	557	3749	-215.9	-207.5	NDST2	-0.4720843645342199
uc004esc.5	32.03125	63.058823529411775	53.785900783289826	128	425	766	-23.8	-178.8	NDUFA1	0.0393705845668793
uc002vyn.3	45.88894821142552	75.24752475247523	47.426246185147505	3746	101	4915	-1222.22	-46.0	NDUFA10	0.20433181951301102
uc002mdp.3	63.25411334552102	71.7948717948718	62.71820448877805	1641	78	2406	-726.6	-35.2	NDUFA11	-0.11014809029507301
uc001tdl.5	28.03738317757009	70.0	45.66929133858268	107	90	635	-15.29	-37.9	NDUFA12	0.66912924210585
uc021uqu.2	66.66666666666666	61.36363636363637	61.553985872855705	72	484	991	-16.3	-212.19	NDUFA13	0.0768457048501698
uc003lgp.4	45.6953642384106	53.96039603960397	52.36318407960199	302	202	804	-92.2	-55.7	NDUFA2	0.0744040941813253
uc061cmg.1	53.45345345345346	73.80952380952381	56.38629283489096	666	42	963	-239.76	-16.7	NDUFA3	-0.15984007132432002
uc003srx.3	37.74480712166172	55.27638190954774	40.37558685446009	1685	199	2130	-464.1	-76.42	NDUFA4	0.0286537828051152
uc033afk.2	33.93205778992581	57.77777777777778	35.03922967189729	5122	135	5608	-1312.99	-43.7	NDUFA5	-0.23219399971052804
uc032qsa.2	42.097264437689965	62.406015037593995	48.48726114649681	658	133	1256	-179.67	-42.82	NDUFA6	0.0735721216522034
uc002mjm.3	46.153846153846146	65.78947368421053	55.740432612312816	221	38	601	-50.5	-11.0	NDUFA7	-0.24189314820670002
uc004blv.4	41.53005464480874	70.4225352112676	51.4218009478673	183	142	844	-44.7	-64.4	NDUFA8	0.36671977804142
uc001qnc.4	42.90470245526426	55.00000000000001	43.57288054525888	7209	20	8363	-2342.46	0.0	NDUFA9	0.21104950368010503
uc002dlw.4	38.888888888888886	74.24242424242425	50.20920502092049	180	66	717	-37.8	-28.5	NDUFAB1	-0.174918592490975
uc001znx.4	28.421052631578945	53.66492146596858	45.8590006844627	95	382	1461	-12.8	-145.3	NDUFAF1	-0.0744275448008489
uc003jsp.4	25.609756097560968	66.92913385826772	45.75799721835883	82	127	719	-11.4	-51.9	NDUFAF2	0.0323374015345408
uc003cvq.4	45.201238390092875	70.19400352733686	63.9662027833002	323	1134	2012	-90.3	-577.8	NDUFAF3	-0.397262102725164
uc003pow.4	33.89168062534897	61.25000000000001	36.34847853272197	1791	80	2399	-447.91	-29.6	NDUFAF4	-0.10735957704697
uc059ems.1	31.34328358208955	46.875	48.6810551558753	67	32	417	-5.9	-1.9	NDUFB1	-0.14583446404981398
uc002cni.3	55.07246376811594	79.48717948717949	59.71631205673759	69	117	705	-18.1	-61.7	NDUFB10	-0.20484879029826297
uc004dhd.4	55.44554455445545	60.84848484848485	60.01440922190203	101	825	1388	-24.2	-325.93	NDUFB11	0.0670394278087434
uc003vwa.4	38.93805309734513	79.45205479452055	55.753968253968246	113	73	504	-23.7	-19.9	NDUFB2	0.440279528464206
uc002uwx.6	29.629629629629626	51.393188854489175	44.10596026490066	135	323	755	-15.5	-98.9	NDUFB3	0.5127741981488789
uc003edt.4	38.31231813773036	65.625	41.72510518934081	1031	32	1426	-264.46	-10.6	NDUFB4	-0.029895064177885
uc003fke.4	38.75797061269753	60.0	39.7923875432526	3607	25	4046	-965.41	-1.7	NDUFB5	0.170787374151791
uc003zre.3	38.198403648802746	61.764705882352935	41.65446559297219	877	102	1366	-249.26	-38.0	NDUFB6	0.0743590502086358
uc002mzg.4	58.18181818181818	66.12903225806451	64.97175141242938	55	62	531	-11.8	-25.7	NDUFB7	0.11311580671366198
uc031wrk.2	43.61702127659576	58.940397350993386	53.997194950911634	94	151	713	-18.3	-47.0	NDUFB8	-0.15352460523540803
uc003yrg.5	36.7816091954023	73.80952380952381	53.727144866385366	87	84	711	-18.7	-34.0	NDUFB9	-0.10016363342039
uc003ihs.3	30.102040816326532	49.277108433734945	47.175815433572	196	830	1257	-28.72	-263.5	NDUFC1	0.299311061081795
uc009yuw.4	41.889483065953655	55.157894736842096	45.39316918189039	1683	475	2518	-673.82	-177.24	NDUFC2	-0.22454179380250897
uc002vbe.4	40.841161400512384	62.17228464419475	42.10170065149336	9368	267	11819	-3530.63	-111.9	NDUFS1	-0.086632378775291
uc001fyw.4	47.228381374722844	57.322175732217566	52.034883720930246	451	239	2064	-143.8	-89.0	NDUFS2	0.0864175807067511
uc001nga.3	43.209876543209866	59.7560975609756	54.38413361169103	81	82	958	-11.8	-14.0	NDUFS3	0.215098021614881
uc003jpe.3	33.61344537815126	53.57142857142857	42.814814814814824	119	28	675	-22.3	-3.4	NDUFS4	0.46986962339392996
uc001ccx.4	41.42857142857143	62.06896551724138	48.54014598540146	140	87	548	-29.2	-24.5	NDUFS5	0.0129496925252957
uc003jcy.5	51.669085631349795	61.111111111111114	53.881700554528656	689	18	1082	-247.5	-2.7	NDUFS6	0.16775345955482598
uc002lse.5	72.27722772277228	65.54054054054053	66.50625601539943	101	296	1039	-23.95	-131.0	NDUFS7	0.116206276169734
uc001onc.4	70.58823529411767	62.61682242990653	63.33754740834386	51	107	791	-10.4	-35.8	NDUFS8	0.33797615880952797
uc001omj.3	62.5	66.66666666666666	61.09022556390977	48	153	1596	-8.6	-64.04	NDUFV1	0.6186470460164211
uc002knu.3	25.75757575757576	76.31578947368422	47.526881720430104	66	114	930	-4.2	-62.2	NDUFV2	-0.346696906315876
uc002zcn.4	47.326640205463455	75.75757575757575	48.20359281437126	4283	66	4676	-1999.03	-33.7	NDUFV3	0.11872881748834
uc001iqi.4	36.00623484586076	37.02770780856422	37.95572916666667	5774	397	9216	-1484.82	-101.9	NEBL	1.08504454794489
uc002wzn.5	60.24258760107818	82.14285714285714	63.197586726998495	742	56	1989	-332.16	-27.1	NECAB3	0.22856747336207997
uc001qtx.3	39.6192742415229	70.51282051282051	44.41437959025899	1681	78	2587	-483.72	-20.0	NECAP1	-0.306866404830114
uc001ayo.4	49.074074074074076	65.55555555555556	53.52657004830918	1188	90	2070	-418.8	-35.5	NECAP2	-0.32479603402559803
